ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,bike_score,transit_score
8054 S Harper Ave,Chicago,IL,Chicago,60619,62500,3565.0,0.08184113866,17.5315568,sqft lot,Sold 03/20/2020,82,Very Walkable,41.747977,-87.587443,65,62
9411 S Calumet Ave,Chicago,IL,Chicago,60619,64000,3968.0,0.09109274564,16.12903226,sqft lot,Sold 06/18/2020,52,Somewhat Walkable,41.723317,-87.615043,54,83
125 E 95th St,Chicago,IL,Chicago,60619,89000,3125.0,0.07174012856,28.48,sqft lot,Sold 10/06/2020,61,Somewhat Walkable,41.721491,-87.619472,59,85
1115 E 90th St,Chicago,IL,Chicago,60619,155000,3125.0,0.07174012856,49.6,sqft lot,Sold 08/04/2020,43,Car-Dependent,41.731027,-87.596855,45,60
365 E 75th St,Chicago,IL,Chicago,60619,160000,11761.2,0.27,13.60405401,acres lot,Sold 10/12/2020,80,Very Walkable,41.758155,-87.615804,57,69
7220 S Evans Ave,Chicago,IL,Chicago,60619,170000,3105.0,0.07128099174,54.75040258,sqft lot,Sold 01/31/2020,75,Very Walkable,41.76335,-87.607096,66,66
8140 S Saint Lawrence Ave,Chicago,IL,Chicago,60619,280000,3720.0,0.08539944904,75.2688172,sqft lot,Sold 03/10/2020,75,Very Walkable,41.746338,-87.610301,58,63
7515-45 S Maryland Ave,Chicago,IL,Chicago,60619,360000,0.0,0.0,,sqft lot,Sold 09/15/2020,80,Very Walkable,41.758311,-87.604151,66,65
7525 S Maryland Ave,Chicago,IL,Chicago,60619,360000,84506.4,1.94,4.260032376,acres lot,Sold 12/04/2020,79,Very Walkable,41.757669,-87.603516,65,65
8408 S Green St,Chicago,IL,Chicago,60620,3500,3123.0,0.07169421488,1.120717259,sqft lot,Sold 03/16/2020,63,Somewhat Walkable,41.741171,-87.645332,73,58
9067 S Green St,Chicago,IL,Chicago,60620,10000,3049.0,0.06999540863,3.279763857,sqft lot,Sold 09/15/2020,50,Somewhat Walkable,41.728891,-87.644285,56,63
8845 S Morgan St,Chicago,IL,Chicago,60620,17000,3125.0,0.07174012856,5.44,sqft lot,Sold 02/26/2020,70,Somewhat Walkable,41.732896,-87.648058,61,56
8535 S Ashland Ave,Chicago,IL,Chicago,60620,25000,5401.0,0.123989899,4.62877245,sqft lot,Sold 11/04/2020,75,Very Walkable,41.73836,-87.662752,59,59
8835 S Princeton Ave,Chicago,IL,Chicago,60620,38500,3125.0,0.07174012856,12.32,sqft lot,Sold 11/12/2020,60,Somewhat Walkable,41.733314,-87.631509,41,63
8853 S Wallace St,Chicago,IL,Chicago,60620,39553,133.0,0.003053259871,297.3909774,sqft lot,Sold 02/18/2020,50,Car-Dependent,41.73285,-87.638295,44,53
8853 S Winchester Ave,Chicago,IL,Chicago,60620,58000,2486.0,0.05707070707,23.33065165,sqft lot,Sold 05/20/2020,73,Very Walkable,41.732639,-87.668546,70,59
1727 W 91st Pl,Chicago,IL,Chicago,60620,75000,1093.0,0.02509182736,68.61848124,sqft lot,Sold 08/20/2020,79,Very Walkable,41.727339,-87.666326,67,59
237 W 79th St,Chicago,IL,Chicago,60620,80000,16552.8,0.38,4.833019187,acres lot,Sold 12/17/2020,69,Somewhat Walkable,41.750587,-87.630882,62,69
2060 W 76th St,Chicago,IL,Chicago,60620,80500,1050.0,0.0241046832,76.66666667,sqft lot,Sold 11/02/2020,51,Somewhat Walkable,41.755902,-87.675707,58,64
1933 W 87th St,Chicago,IL,Chicago,60620,100000,91040.4,2.09,1.098413452,acres lot,Sold 10/27/2020,65,Somewhat Walkable,41.735364,-87.671741,70,58
7750 S Sangamon St,Chicago,IL,Chicago,60620,130000,5000.0,0.1147842057,26.0,sqft lot,Sold 01/22/2020,77,Very Walkable,41.752653,-87.648081,61,62
8840 S Genoa Ave,Chicago,IL,Chicago,60620,200000,3267.0,0.075,61.21824304,sqft lot,Sold 01/14/2020,64,Somewhat Walkable,41.733122,-87.645504,59,54
8844 S Genoa Ave,Chicago,IL,Chicago,60620,200000,3267.0,0.075,61.21824304,sqft lot,Sold 01/14/2020,64,Somewhat Walkable,41.733056,-87.645529,59,54
8846 S Genoa Ave,Chicago,IL,Chicago,60620,200000,3267.0,0.075,61.21824304,sqft lot,Sold 01/14/2020,64,Somewhat Walkable,41.73299,-87.645553,59,54
8848 S Genoa Ave,Chicago,IL,Chicago,60620,200000,3267.0,0.075,61.21824304,sqft lot,Sold 01/14/2020,64,Somewhat Walkable,41.732924,-87.645578,59,54
8850 S Genoa Ave,Chicago,IL,Chicago,60620,200000,3267.0,0.075,61.21824304,sqft lot,Sold 01/14/2020,64,Somewhat Walkable,41.732858,-87.645602,59,54
8126 S Hoyne Ave,Chicago,IL,Chicago,60620,213000,78408.0,1.8,2.716559535,acres lot,Sold 09/14/2020,41,Car-Dependent,41.745446,-87.677112,63,57
8130 S Hoyne Ave,Chicago,IL,Chicago,60620,213000,87120.0,2.0,2.444903581,acres lot,Sold 09/14/2020,41,Car-Dependent,41.745573,-87.676058,63,57
8141 S Hoyne Ave,Chicago,IL,Chicago,60620,213000,16117.2,0.37,13.21569503,acres lot,Sold 09/14/2020,41,Car-Dependent,41.745418,-87.676052,63,57
7647 S Damen Ave,Chicago,IL,Chicago,60620,227000,3750.0,0.08608815427,60.53333333,sqft lot,Sold 08/17/2020,63,Somewhat Walkable,41.754335,-87.672906,61,64
8627 S Carpenter St,Chicago,IL,Chicago,60620,250000,3250.0,0.0746097337,76.92307692,sqft lot,Sold 07/30/2020,73,Very Walkable,41.73697,-87.649373,67,58
9341 S Ada St,Chicago,IL,Chicago,60620,267059,2250.0,0.05165289256,118.6928889,sqft lot,Sold 07/21/2020,79,Very Walkable,41.723732,-87.656309,60,62
9031 S Carpenter St,Chicago,IL,Chicago,60620,291500,3125.0,0.07174012856,93.28,sqft lot,Sold 10/30/2020,63,Somewhat Walkable,41.729648,-87.64917,61,62
9130 S Loomis St,Chicago,IL,Chicago,60620,306500,875.0,0.020087236,350.2857143,sqft lot,Sold 11/05/2020,79,Very Walkable,41.727652,-87.658318,56,61
7135 S Morgan St,Chicago,IL,Chicago,60621,5000,4791.0,0.1099862259,1.043623461,sqft lot,Sold 10/08/2020,57,Somewhat Walkable,41.764074,-87.648888,61,56
6332 S Eggleston Ave,Chicago,IL,Chicago,60621,8000,3125.0,0.07174012856,2.56,sqft lot,Sold 10/06/2020,57,Somewhat Walkable,41.778868,-87.636641,52,69
6039 S Normal Blvd,Chicago,IL,Chicago,60621,10000,4430.0,0.1016988062,2.257336343,sqft lot,Sold 11/17/2020,58,Somewhat Walkable,41.784043,-87.637301,54,67
5745 S Perry Ave,Chicago,IL,Chicago,60621,13000,2979.0,0.06838842975,4.363880497,sqft lot,Sold 10/20/2020,59,Somewhat Walkable,41.789623,-87.627379,52,69
443 W 69th St,Chicago,IL,Chicago,60621,30000,12196.8,0.28,2.459661551,acres lot,Sold 11/03/2020,53,Somewhat Walkable,41.768742,-87.636372,66,69
6253 S State St,Chicago,IL,Chicago,60621,30000,7017.0,0.1610881543,4.275331338,sqft lot,Sold 11/12/2020,41,Car-Dependent,41.780272,-87.62493,43,71
5625 S Princeton Ave,Chicago,IL,Chicago,60621,58000,3243.0,0.07444903581,17.88467468,sqft lot,Sold 01/23/2020,54,Somewhat Walkable,41.791934,-87.632706,55,68
7338 S Perry Ave,Chicago,IL,Chicago,60621,255000,3920.0,0.08999081726,65.05102041,sqft lot,Sold 01/22/2020,73,Very Walkable,41.76059,-87.628488,70,69
6725 S Sangamon St,Chicago,IL,Chicago,60621,1000000,0.0,0.0,,sqft lot,Sold 10/02/2020,62,Somewhat Walkable,41.771604,-87.647868,64,62
1018 N Rockwell St,Chicago,IL,Chicago,60622,140000,1742.0,0.03999081726,80.3673938,sqft lot,Sold 09/02/2020,95,Walker's Paradise,41.899903,-87.692149,89,65
908 N Richmond St,Chicago,IL,Chicago,60622,193500,3049.0,0.06999540863,63.46343063,sqft lot,Sold 08/18/2020,89,Very Walkable,41.898366,-87.700796,90,65
1859 W Armitage Ave,Chicago,IL,Chicago,60622,195000,3001.0,0.06889348026,64.97834055,sqft lot,Sold 11/24/2020,91,Walker's Paradise,41.917542,-87.675017,93,70
1711 W Grand Ave,Chicago,IL,Chicago,60622,205000,2278.0,0.05229568411,89.99122037,sqft lot,Sold 11/03/2020,88,Very Walkable,41.890723,-87.670076,96,72
847 N California Ave,Chicago,IL,Chicago,60622,210000,6300.0,0.1446280992,33.33333333,sqft lot,Sold 03/19/2020,89,Very Walkable,41.897139,-87.696385,85,65
1426 N Talman Ave,Chicago,IL,Chicago,60622,230000,3049.0,0.06999540863,75.43456871,sqft lot,Sold 03/03/2020,85,Very Walkable,41.907405,-87.693607,89,64
2415 W Cortez St,Chicago,IL,Chicago,60622,350000,3049.0,0.06999540863,114.791735,sqft lot,Sold 03/12/2020,95,Walker's Paradise,41.900022,-87.687637,88,66
2444 W Augusta Blvd,Chicago,IL,Chicago,60622,365000,3049.0,0.06999540863,119.7113808,sqft lot,Sold 10/27/2020,95,Walker's Paradise,41.899621,-87.688778,88,66
856 N Campbell Ave,Chicago,IL,Chicago,60622,465500,3049.0,0.06999540863,152.6730075,sqft lot,Sold 12/04/2020,96,Walker's Paradise,41.897404,-87.689701,85,65
1400 N Campbell Ave,Chicago,IL,Chicago,60622,500000,3150.0,0.07231404959,158.7301587,sqft lot,Sold 07/20/2020,91,Walker's Paradise,41.906764,-87.689942,90,66
1518 N Fairfield Ave,Chicago,IL,Chicago,60622,550000,625.0,0.01434802571,880.0,sqft lot,Sold 04/09/2020,89,Very Walkable,41.908736,-87.696238,88,65
2614 W Evergreen Ave,Chicago,IL,Chicago,60622,550000,6098.0,0.1399908173,90.19350607,sqft lot,Sold 02/13/2020,91,Walker's Paradise,41.905965,-87.692716,89,65
1445 N Rockwell St,Chicago,IL,Chicago,60622,602500,3150.0,0.07231404959,191.2698413,sqft lot,Sold 06/26/2020,92,Walker's Paradise,41.907981,-87.691741,88,68
1415 N Rockwell St,Chicago,IL,Chicago,60622,611500,3150.0,0.07231404959,194.1269841,sqft lot,Sold 03/06/2020,90,Walker's Paradise,41.907157,-87.69172,90,65
504 N Hermitage Ave,Chicago,IL,Chicago,60622,639000,0.0,0.0,,sqft lot,Sold 11/11/2020,88,Very Walkable,41.891025,-87.670433,96,72
1941 N Honore St,Chicago,IL,Chicago,60622,675000,2613.0,0.0599862259,258.3237658,sqft lot,Sold 11/09/2020,88,Very Walkable,41.917198,-87.673596,94,70
1534 N Honore St,Chicago,IL,Chicago,60622,680000,2613.0,0.0599862259,260.2372752,sqft lot,Sold 05/18/2020,98,Walker's Paradise,41.909643,-87.674123,93,74
1300-02 N Claremont Ave,Chicago,IL,Chicago,60622,850000,2901.0,0.06659779614,293.002413,sqft lot,Sold 11/18/2020,89,Very Walkable,41.90498,-87.686198,96,69
1302 N Claremont Ave,Chicago,IL,Chicago,60622,850000,3000.0,0.06887052342,283.3333333,sqft lot,Sold 11/18/2020,89,Very Walkable,41.905042,-87.686211,96,69
1613 W Beach Ave,Chicago,IL,Chicago,60622,860000,4329.0,0.09938016529,198.6601987,sqft lot,Sold 08/06/2020,97,Walker's Paradise,41.907409,-87.668158,95,71
1357 N Fairfield Ave,Chicago,IL,Chicago,60622,900000,0.0,0.0,,sqft lot,Sold 11/24/2020,54,Somewhat Walkable,41.863128,-87.694187,82,62
1903 W Schiller St,Chicago,IL,Chicago,60622,1090000,0.0,0.0,,sqft lot,Sold 10/13/2020,98,Walker's Paradise,41.906923,-87.675227,95,72
2041 W Schiller St,Chicago,IL,Chicago,60622,1090000,0.0,0.0,,sqft lot,Sold 10/13/2020,98,Walker's Paradise,41.906998,-87.675071,95,72
1801 W Grand Ave,Chicago,IL,Chicago,60622,1590000,2280.0,0.0523415978,697.3684211,sqft lot,Sold 03/09/2020,92,Walker's Paradise,41.890678,-87.672179,96,72
1801 W Grand Ave #09,Chicago,IL,Chicago,60622,1590000,9121.0,0.209389348,174.3229909,sqft lot,Sold 03/06/2020,92,Walker's Paradise,41.890678,-87.672179,96,72
1803 W Grand Ave,Chicago,IL,Chicago,60622,1590000,2280.0,0.0523415978,697.3684211,sqft lot,Sold 03/09/2020,92,Walker's Paradise,41.890677,-87.672267,96,72
1807 W Grand Ave,Chicago,IL,Chicago,60622,1590000,2280.0,0.0523415978,697.3684211,sqft lot,Sold 03/09/2020,92,Walker's Paradise,41.890675,-87.672355,96,72
1264 N Marion Ct,Chicago,IL,Chicago,60622,1930000,3566.0,0.0818640955,541.2226584,sqft lot,Sold 11/02/2020,98,Walker's Paradise,41.905186,-87.674162,96,72
1835 N Honore St,Chicago,IL,Chicago,60622,1930000,3001.0,0.06889348026,643.1189603,sqft lot,Sold 04/14/2020,93,Walker's Paradise,41.915235,-87.673562,93,73
812 N Wolcott Ave,Chicago,IL,Chicago,60622,4150000,1250.0,0.02869605142,3320.0,sqft lot,Sold 11/06/2020,97,Walker's Paradise,41.896408,-87.674952,95,69
1533 S Harding Ave #1,Chicago,IL,Chicago,60623,900,3125.0,0.07174012856,0.288,sqft lot,Sold 12/10/2020,67,Somewhat Walkable,41.85967,-87.723412,58,61
1350 S Karlov Ave,Chicago,IL,Chicago,60623,2500,3150.0,0.07231404959,0.7936507937,sqft lot,Sold 01/29/2020,59,Somewhat Walkable,41.86281,-87.727873,59,61
4023 W 21st St,Chicago,IL,Chicago,60623,4500,3049.0,0.06999540863,1.475893736,sqft lot,Sold 12/01/2020,73,Very Walkable,41.85322,-87.725758,62,61
1413 S Kostner Ave,Chicago,IL,Chicago,60623,6500,3484.0,0.07998163453,1.865671642,sqft lot,Sold 09/22/2020,38,Car-Dependent,41.861925,-87.734474,62,59
1416 S Central Park Ave,Chicago,IL,Chicago,60623,10000,3484.0,0.07998163453,2.870264064,sqft lot,Sold 11/05/2020,68,Somewhat Walkable,41.861862,-87.715638,69,61
2750 S Spaulding Ave,Chicago,IL,Chicago,60623,16500,3049.0,0.06999540863,5.411610364,sqft lot,Sold 04/01/2020,82,Very Walkable,41.84116,-87.707717,62,56
1911 S Homan Ave,Chicago,IL,Chicago,60623,21000,3123.0,0.07169421488,6.724303554,sqft lot,Sold 09/01/2020,76,Very Walkable,41.854973,-87.709858,71,62
2754 S Sacramento Ave,Chicago,IL,Chicago,60623,28000,2613.0,0.0599862259,10.71565251,sqft lot,Sold 03/06/2020,74,Very Walkable,41.841122,-87.70039,69,55
1958 S Kedzie Ave,Chicago,IL,Chicago,60623,32500,3125.0,0.07174012856,10.4,sqft lot,Sold 04/17/2020,81,Very Walkable,41.853714,-87.705658,73,60
1936 S Kedzie Ave,Chicago,IL,Chicago,60623,42500,6250.0,0.1434802571,6.8,sqft lot,Sold 09/09/2020,78,Very Walkable,41.854297,-87.705674,74,61
2143 S Central Park Ave,Chicago,IL,Chicago,60623,93000,3650.0,0.08379247016,25.47945205,sqft lot,Sold 01/15/2020,76,Very Walkable,41.85227,-87.714622,77,62
2145 S Central Park Ave,Chicago,IL,Chicago,60623,93000,3650.0,0.08379247016,25.47945205,sqft lot,Sold 01/15/2020,80,Very Walkable,41.852196,-87.714621,79,62
1528 S Komensky Ave,Chicago,IL,Chicago,60623,185000,3049.0,0.06999540863,60.67563135,sqft lot,Sold 11/05/2020,61,Somewhat Walkable,41.859792,-87.72656,56,60
3036 W Cermak Rd,Chicago,IL,Chicago,60623,200000,3050.0,0.07001836547,65.57377049,sqft lot,Sold 06/23/2020,86,Very Walkable,41.852073,-87.701825,81,61
4160 W 24th Pl,Chicago,IL,Chicago,60623,229000,3125.0,0.07174012856,73.28,sqft lot,Sold 10/12/2020,86,Very Walkable,41.847194,-87.72863,74,63
3265 W Walnut St,Chicago,IL,Chicago,60624,5000,2736.0,0.06280991736,1.82748538,sqft lot,Sold 03/05/2020,63,Somewhat Walkable,41.885114,-87.708742,91,71
4520 W Congress Pkwy,Chicago,IL,Chicago,60624,8000,3125.0,0.07174012856,2.56,sqft lot,Sold 10/06/2020,61,Somewhat Walkable,41.874449,-87.738613,55,66
4133 W Grenshaw St,Chicago,IL,Chicago,60624,10000,2613.0,0.0599862259,3.827018752,sqft lot,Sold 06/16/2020,58,Somewhat Walkable,41.866766,-87.729005,61,64
557 N Monticello Ave,Chicago,IL,Chicago,60624,18000,3123.0,0.07169421488,5.763688761,sqft lot,Sold 05/20/2020,61,Somewhat Walkable,41.891636,-87.717073,82,67
3351 W Carroll Ave,Chicago,IL,Chicago,60624,29000,3484.0,0.07998163453,8.323765786,sqft lot,Sold 12/04/2020,63,Somewhat Walkable,41.887167,-87.71062,84,69
4225 W Madison St,Chicago,IL,Chicago,60624,30000,6146.0,0.1410927456,4.88122356,sqft lot,Sold 12/07/2020,80,Very Walkable,41.880324,-87.731691,65,69
610 N Christiana Ave,Chicago,IL,Chicago,60624,35000,3024.0,0.0694214876,11.57407407,sqft lot,Sold 01/30/2020,73,Very Walkable,41.892272,-87.710459,90,68
632 N Trumbull Ave,Chicago,IL,Chicago,60624,35000,3049.0,0.06999540863,11.4791735,sqft lot,Sold 11/17/2020,75,Very Walkable,41.892829,-87.712925,89,67
413 N Central Park Ave,Chicago,IL,Chicago,60624,36000,8751.0,0.2008953168,4.113815564,sqft lot,Sold 03/06/2020,51,Somewhat Walkable,41.888584,-87.715824,79,68
4231 W Arthington St,Chicago,IL,Chicago,60624,50000,3049.0,0.06999540863,16.39881929,sqft lot,Sold 12/09/2020,47,Car-Dependent,41.869683,-87.731511,60,66
406 S Kostner Ave,Chicago,IL,Chicago,60624,70000,2927.0,0.06719467401,23.91527161,sqft lot,Sold 02/11/2020,65,Somewhat Walkable,41.874846,-87.735575,56,67
3249 W Harrison St,Chicago,IL,Chicago,60624,183500,15246.0,0.35,12.03594385,acres lot,Sold 03/19/2020,76,Very Walkable,41.873402,-87.707995,61,68
615 N Hamlin Ave,Chicago,IL,Chicago,60624,265000,2911.0,0.06682736455,91.03400893,sqft lot,Sold 11/23/2020,56,Somewhat Walkable,41.892283,-87.720725,72,65
3501 W Roosevelt Rd,Chicago,IL,Chicago,60624,355000,12196.8,0.28,29.10599502,acres lot,Sold 02/26/2020,79,Very Walkable,41.865947,-87.713223,68,65
331 N Avers Ave,Chicago,IL,Chicago,60624,470000,2050.0,0.04706152433,229.2682927,sqft lot,Sold 09/23/2020,62,Somewhat Walkable,41.886219,-87.722082,76,65
333 N Avers Ave,Chicago,IL,Chicago,60624,470000,4100.0,0.09412304867,114.6341463,sqft lot,Sold 09/23/2020,62,Somewhat Walkable,41.886271,-87.722083,76,65
2308 W Winnemac Ave,Chicago,IL,Chicago,60625,325000,2613.0,0.0599862259,124.3781095,sqft lot,Sold 09/28/2020,92,Walker's Paradise,41.973312,-87.687065,73,65
4412 N Kedzie Ave,Chicago,IL,Chicago,60625,330000,6250.0,0.1434802571,52.8,sqft lot,Sold 08/28/2020,95,Walker's Paradise,41.961618,-87.70861,75,54
2419 W Carmen Ave,Chicago,IL,Chicago,60625,331000,3484.0,0.07998163453,95.00574053,sqft lot,Sold 10/30/2020,94,Walker's Paradise,41.973781,-87.689859,68,61
4456 N Hamlin Ave,Chicago,IL,Chicago,60625,599000,7405.0,0.1699954086,80.89128967,sqft lot,Sold 03/10/2020,87,Very Walkable,41.962647,-87.723329,68,58
5135-37 N Lincoln Ave,Chicago,IL,Chicago,60625,620000,3400.0,0.07805325987,182.3529412,sqft lot,Sold 11/27/2020,94,Walker's Paradise,41.975091,-87.691878,69,61
5137 N Lincoln Ave,Chicago,IL,Chicago,60625,620000,3425.0,0.0786271809,181.0218978,sqft lot,Sold 11/27/2020,94,Walker's Paradise,41.975159,-87.691885,69,61
4552 N Leavitt St,Chicago,IL,Chicago,60625,650000,3920.0,0.08999081726,165.8163265,sqft lot,Sold 11/10/2020,96,Walker's Paradise,41.964795,-87.684286,90,66
2242-46 W Lawrence Ave,Chicago,IL,Chicago,60625,790000,3049.0,0.06999540863,259.1013447,sqft lot,Sold 12/09/2020,97,Walker's Paradise,41.968942,-87.685729,88,67
2232 W Lawrence Ave,Chicago,IL,Chicago,60625,860000,10190.0,0.2339302112,84.39646712,sqft lot,Sold 02/13/2020,97,Walker's Paradise,41.96894,-87.685538,88,67
2438 W Carmen Ave,Chicago,IL,Chicago,60625,999000,2613.0,0.0599862259,382.3191734,sqft lot,Sold 12/08/2020,94,Walker's Paradise,41.974309,-87.690691,68,61
3549 W Lawrence Ave,Chicago,IL,Chicago,60625,1350000,16552.8,0.38,81.55719878,acres lot,Sold 08/25/2020,92,Walker's Paradise,41.968092,-87.717771,73,62
3555 W Lawrence Ave,Chicago,IL,Chicago,60625,1350000,3125.0,0.07174012856,432.0,sqft lot,Sold 08/25/2020,92,Walker's Paradise,41.968092,-87.717963,73,62
3557 W Lawrence Ave,Chicago,IL,Chicago,60625,1350000,4151.0,0.09529384757,325.2228379,sqft lot,Sold 08/25/2020,92,Walker's Paradise,41.968088,-87.718062,73,62
1225 W Morse Ave #P-34,Chicago,IL,Chicago,60626,18000,0.0,0.0,,sqft lot,Sold 12/08/2020,91,Walker's Paradise,42.007604,-87.662675,86,66
7070 N Sheridan Rd,Chicago,IL,Chicago,60626,3500000,195.0,0.004476584022,17948.71795,sqft lot,Sold 01/15/2020,89,Very Walkable,42.011194,-87.663178,80,69
300 W 104th Pl,Chicago,IL,Chicago,60628,2500,5227.0,0.1199954086,0.4782858236,sqft lot,Sold 08/12/2020,42,Car-Dependent,41.7046,-87.630761,40,53
349 W 115th St,Chicago,IL,Chicago,60628,6000,2613.0,0.0599862259,2.296211251,sqft lot,Sold 10/02/2020,53,Somewhat Walkable,41.684946,-87.632,60,57
248 W 118th St,Chicago,IL,Chicago,60628,15000,3125.0,0.07174012856,4.8,sqft lot,Sold 07/14/2020,47,Car-Dependent,41.680031,-87.629466,46,58
9923 S Princeton Ave,Chicago,IL,Chicago,60628,15000,4092.0,0.09393939394,3.66568915,sqft lot,Sold 06/25/2020,47,Car-Dependent,41.713664,-87.630531,52,74
215 W 95th St,Chicago,IL,Chicago,60628,18000,2675.0,0.06140955005,6.728971963,sqft lot,Sold 10/07/2020,50,Car-Dependent,41.721357,-87.629316,46,85
319 E 120th Pl,Chicago,IL,Chicago,60628,25000,2916.0,0.06694214876,8.573388203,sqft lot,Sold 02/21/2020,26,Car-Dependent,41.675149,-87.615677,43,50
120 E 117th St,Chicago,IL,Chicago,60628,30000,3525.0,0.08092286501,8.510638298,sqft lot,Sold 11/23/2020,68,Somewhat Walkable,41.681853,-87.619659,65,59
124 E 117th St,Chicago,IL,Chicago,60628,30000,3497.0,0.08028007346,8.578781813,sqft lot,Sold 11/23/2020,68,Somewhat Walkable,41.681852,-87.619572,65,59
205 W 95th St,Chicago,IL,Chicago,60628,30000,2675.0,0.06140955005,11.21495327,sqft lot,Sold 11/17/2020,52,Somewhat Walkable,41.721362,-87.628954,48,85
12425 S Parnell Ave,Chicago,IL,Chicago,60628,31000,3075.0,0.0705922865,10.08130081,sqft lot,Sold 04/20/2020,43,Car-Dependent,41.667921,-87.635216,70,54
12726 S Wallace St,Chicago,IL,Chicago,60628,52000,5536.0,0.1270890725,9.393063584,sqft lot,Sold 12/09/2020,47,Car-Dependent,41.662413,-87.636947,67,47
11356 S Union Ave,Chicago,IL,Chicago,60628,75000,4532.0,0.104040404,16.548985,sqft lot,Sold 09/16/2020,72,Very Walkable,41.687067,-87.640139,73,56
310 W 107th St,Chicago,IL,Chicago,60628,104500,3125.0,0.07174012856,33.44,sqft lot,Sold 03/10/2020,33,Car-Dependent,41.70004,-87.631044,39,52
339 W 97th St,Chicago,IL,Chicago,60628,105000,3125.0,0.07174012856,33.6,sqft lot,Sold 03/19/2020,49,Car-Dependent,41.717708,-87.632497,43,80
12151 S Harvard Ave,Chicago,IL,Chicago,60628,135000,3075.0,0.0705922865,43.90243902,sqft lot,Sold 11/10/2020,40,Car-Dependent,41.672597,-87.630567,52,55
12253 S State St,Chicago,IL,Chicago,60628,152500,3250.0,0.0746097337,46.92307692,sqft lot,Sold 02/28/2020,42,Car-Dependent,41.671014,-87.622055,51,52
1000 E 111th St,Chicago,IL,Chicago,60628,159500,0.0,0.0,,sqft lot,Sold 06/19/2020,31,Car-Dependent,41.696689,-87.600071,48,51
10636 S Woodlawn Ave,Chicago,IL,Chicago,60628,159500,0.0,0.0,,sqft lot,Sold 06/19/2020,34,Car-Dependent,41.721627,-87.595118,42,58
12740 S Lowe Ave,Chicago,IL,Chicago,60628,690000,1845.0,0.0423553719,373.9837398,sqft lot,Sold 10/28/2020,47,Car-Dependent,41.662064,-87.638136,67,47
10433 S Wallace St,Chicago,IL,Chicago,60628,776500,1045.0,0.02398989899,743.062201,sqft lot,Sold 07/16/2020,50,Car-Dependent,41.704176,-87.637601,43,50
2445 W Lithuanian Plaza Ct,Chicago,IL,Chicago,60629,1000,3125.0,0.07174012856,0.32,sqft lot,Sold 11/23/2020,59,Somewhat Walkable,41.767957,-87.685123,65,55
7354 S Sacramento Ave,Chicago,IL,Chicago,60629,15000,5353.0,0.1228879706,2.802167009,sqft lot,Sold 12/03/2020,38,Car-Dependent,41.759225,-87.698124,34,55
3928 W 61st Pl,Chicago,IL,Chicago,60629,25000,3049.0,0.06999540863,8.199409643,sqft lot,Sold 10/21/2020,84,Very Walkable,41.781665,-87.721607,59,49
5754 S Maplewood Ave,Chicago,IL,Chicago,60629,30000,3484.0,0.07998163453,8.610792193,sqft lot,Sold 10/22/2020,68,Somewhat Walkable,41.788535,-87.687911,66,57
6515 S Knox Ave,Chicago,IL,Chicago,60629,34000,4500.0,0.1033057851,7.555555556,sqft lot,Sold 11/16/2020,60,Somewhat Walkable,41.774339,-87.73811,50,54
2617 W 59th St,Chicago,IL,Chicago,60629,35000,3125.0,0.07174012856,11.2,sqft lot,Sold 11/02/2020,67,Somewhat Walkable,41.78621,-87.689462,66,57
3759 W 68th Pl,Chicago,IL,Chicago,60629,35000,4356.0,0.1,8.034894399,sqft lot,Sold 02/11/2020,59,Somewhat Walkable,41.768455,-87.717413,57,49
3751 W 60th Pl,Chicago,IL,Chicago,60629,43000,3049.0,0.06999540863,14.10298459,sqft lot,Sold 04/10/2020,74,Very Walkable,41.783028,-87.717531,69,51
5544 S Pulaski Rd,Chicago,IL,Chicago,60629,50000,2613.0,0.0599862259,19.13509376,sqft lot,Sold 03/06/2020,87,Very Walkable,41.791823,-87.723505,69,55
2745 W 59th St,Chicago,IL,Chicago,60629,80000,3049.0,0.06999540863,26.23811086,sqft lot,Sold 02/13/2020,64,Somewhat Walkable,41.786152,-87.692933,68,57
3827 W 63rd St,Chicago,IL,Chicago,60629,95000,3284.0,0.0753902663,28.92813642,sqft lot,Sold 11/17/2020,84,Very Walkable,41.778442,-87.718935,61,50
6640 S Mozart St,Chicago,IL,Chicago,60629,190000,3780.0,0.0867768595,50.26455026,sqft lot,Sold 08/27/2020,58,Somewhat Walkable,41.772398,-87.694793,68,56
3743 W 64th St,Chicago,IL,Chicago,60629,210000,3100.0,0.07116620753,67.74193548,sqft lot,Sold 10/01/2020,78,Very Walkable,41.776653,-87.717086,62,50
3709 W 68th St,Chicago,IL,Chicago,60629,228000,625.0,0.01434802571,364.8,sqft lot,Sold 03/30/2020,53,Somewhat Walkable,41.769393,-87.715672,56,49
5336 W Leland Ave,Chicago,IL,Chicago,60630,350000,6873.0,0.1577823691,50.92390514,sqft lot,Sold 10/29/2020,87,Very Walkable,41.965592,-87.761091,87,75
5444 N Ludlam Ave,Chicago,IL,Chicago,60630,355000,3049.0,0.06999540863,116.4316169,sqft lot,Sold 11/12/2020,77,Very Walkable,41.980193,-87.761164,80,64
